NOME,ASSINATURA,GRUPO DE RECURSOS,LOCALIZAÇÃO,STATUS,SISTEMA OPERACIONAL,TAMANHO,ENDEREÇO IP PÚBLICO,DISCOS,ATUALIZAR STATUS,LINK DE RECURSOS
"segundaMaquina1808","Azure for Students","segundaMaquina","North Central US","Interrompido (desalocado)","Windows","Standard_B2as_v2","20.88.59.237","1","{""text"":""Habilitar avaliação periódica"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/cb703f89-b5e3-46a4-9c30-1f044f1c0142/resourcegroups/segundamaquina/providers/microsoft.compute/virtualmachines/segundamaquina1808""],""source"":""VirtualMachines_BrowseResourceBlade""}}","https://portal.azure.com#resource/subscriptions/cb703f89-b5e3-46a4-9c30-1f044f1c0142/resourceGroups/segundaMaquina/providers/Microsoft.Compute/virtualMachines/segundaMaquina1808"
